# CIRISPersist FFI surface classification — the EVIDENCE-layer projection.
#
# Source of truth: scripts/ffi_taxonomy.tsv, gated by scripts/pyi_surface.py check.
# This file is that pin, surfaced where the Constitution can read it.
#
# CIRISConstitution#83 ratified the taxonomy's GENERATING QUESTION — 'what different
# kind of wrong happens if I vary this?' — not merely its categories. A class
# justified by name-shape is not a class under that ruling.
#
# The twelfth row, `testimonial`, was ratified from persist's residual: varying it
# makes the record unable to prove what happened. Nothing breaks, nothing is
# falsified, nothing is newly permitted; what dies is demonstrability. The
# discriminator against `epistemic` is REPAIRABILITY — an epistemic wrong is
# re-derivable from the world it misreports; a testimonial wrong IS the only
# record, so no later reading recovers it.
#
# BINDING (CC authority): structural, deontic, testimonial, axiomatic.
# DESCRIPTIVE (this repo's authority): the rest. `contingent` is deliberately
# empty — it is defined relative to arms of a variation study, and an FFI
# surface has none.
#
# CC asked for this file because 53 testimonial rows living only in a gated TSV
# is itself a testimonial-class state: the class should not exemplify its own wrong.
#
# Counts at this revision: empirical=180 deontic=125 structural=40 testimonial=37 procedural=36 ontological=34 epistemic=29 axiotic=19 nomological=12 pragmatic=6 axiomatic=3
#
class	binding	class_count	owner	symbol	frame
testimonial	binding	37	Engine	latest_stream_sth	log_commitment
testimonial	binding	37	Engine	list_delivery_receipts_for	delivery_event
testimonial	binding	37	Engine	list_witness_equivocations_json	equivocation_evidence
testimonial	binding	37	Engine	lookup_signed_record_by_content_hash	upstream_attestation
testimonial	binding	37	Engine	maintenance_archive_expired	erasure_effect
testimonial	binding	37	Engine	maintenance_prune_audit_chain	self_audit
testimonial	binding	37	Engine	next_sequence	self_audit
testimonial	binding	37	Engine	peek_sequence	self_audit
testimonial	binding	37	Engine	provenance_chain	self_audit
testimonial	binding	37	Engine	put_delivery_receipt	delivery_event
testimonial	binding	37	Engine	put_stream_sth	log_commitment
testimonial	binding	37	Engine	put_wholeness_witness_json	equivocation_evidence
testimonial	binding	37	Engine	rebuild_signed_wire_index	upstream_attestation
testimonial	binding	37	Engine	receive_and_persist	upstream_attestation
testimonial	binding	37	Engine	run_retention	erasure_effect
testimonial	binding	37	Engine	seal_stream	log_commitment
testimonial	binding	37	Engine	stream_consistency_proof	log_commitment
testimonial	binding	37	Engine	stream_inclusion_proof	log_commitment
testimonial	binding	37	Engine	sweep_ttl_expired	erasure_effect
testimonial	binding	37	Engine	trust_grant_consistency_proof	log_commitment
testimonial	binding	37	Engine	trust_grant_inclusion_proof	log_commitment
testimonial	binding	37	Engine	tsdb_prune_summaries	erasure_effect
testimonial	binding	37	Engine	verify_locale_inclusion_json	log_commitment
